date_value,date_value,country,total_cases,total_deaths,new_cases,new_deaths,id_pandemic
2020-05-07,2020-05-07,France,212421,25990,1681,178,1
2020-05-08,2020-05-08,France,214180,26233,1759,243,1
2020-05-09,2020-05-09,France,215764,26313,1584,80,1
2020-05-10,2020-05-10,France,217061,26383,1297,70,1
2020-05-11,2020-05-11,France,218231,26646,1170,263,1
2020-05-12,2020-05-12,France,219477,26994,1246,348,1
2020-05-13,2020-05-13,France,220696,27077,1219,83,1
2020-05-14,2020-05-14,France,221996,27428,1300,351,1
2020-05-15,2020-05-15,France,223289,27532,1293,104,1
2020-05-16,2020-05-16,France,224565,27532,1276,0,1
2020-05-17,2020-05-17,France,225476,28111,911,579,1
2020-05-18,2020-05-18,France,226329,28242,853,131,1
2020-05-19,2020-05-19,France,227397,28025,1068,-217,1
2020-05-20,2020-05-20,France,228593,28135,1196,110,1
2020-05-21,2020-05-21,France,229608,28218,1015,83,1
2020-05-22,2020-05-22,France,230587,28292,979,74,1
2020-05-23,2020-05-23,France,231502,28335,915,43,1
2020-05-24,2020-05-24,France,232122,28370,620,35,1
2020-05-25,2020-05-25,France,232779,28460,657,90,1
2020-05-26,2020-05-26,France,233452,28533,673,73,1
2020-05-27,2020-05-27,France,234043,28599,591,66,1
2020-05-28,2020-05-28,France,235475,28665,1432,66,1
2020-05-29,2020-05-29,France,236890,28717,1415,52,1
2020-05-30,2020-05-30,France,238651,28774,1761,57,1
2020-05-31,2020-05-31,France,240132,28805,1481,31,1
2020-06-01,2020-06-01,France,241449,28836,1317,31,1
2020-06-02,2020-06-02,France,242727,28943,1278,107,1
2020-06-03,2020-06-03,France,243894,29024,1167,81,1
2020-06-04,2020-06-04,France,245189,29068,1295,44,1
2020-06-05,2020-06-05,France,246515,29114,1326,46,1
2020-06-06,2020-06-06,France,247848,29145,1333,31,1
2020-06-07,2020-06-07,France,249051,29158,1203,13,1
2020-06-08,2020-06-08,France,250062,29212,1011,54,1
2020-06-09,2020-06-09,France,251056,29299,994,87,1
2020-06-10,2020-06-10,France,252117,29322,1061,23,1
2020-06-11,2020-06-11,France,253166,29349,1049,27,1
2020-06-12,2020-06-12,France,254358,29377,1192,28,1
2020-06-13,2020-06-13,France,255566,29401,1208,24,1
2020-06-14,2020-06-14,France,256719,29410,1153,9,1
2020-06-15,2020-06-15,France,257652,29439,933,29,1
2020-06-16,2020-06-16,France,258553,29550,901,111,1
2020-06-17,2020-06-17,France,259501,29578,948,28,1
2020-06-18,2020-06-18,France,260493,29606,992,28,1
2020-06-19,2020-06-19,France,261681,29620,1188,14,1
2020-06-20,2020-06-20,France,262949,29636,1268,16,1
2020-06-21,2020-06-21,France,264073,29643,1124,7,1
2020-06-22,2020-06-22,France,265144,29666,1071,23,1
2020-06-23,2020-06-23,France,266258,29723,1114,57,1
2020-06-24,2020-06-24,France,267108,29734,850,11,1
2020-06-25,2020-06-25,France,268034,29755,926,21,1
2020-06-26,2020-06-26,France,269377,29781,1343,26,1
2020-06-27,2020-06-27,France,270706,29781,1329,0,1
2020-06-28,2020-06-28,France,272129,29781,1423,0,1
2020-06-29,2020-06-29,France,273936,29816,1807,35,1
2020-06-30,2020-06-30,France,275628,29846,1692,30,1
2020-07-01,2020-07-01,France,277386,29864,1758,18,1
2020-07-02,2020-07-02,France,279089,29878,1703,14,1
2020-07-03,2020-07-03,France,280710,29896,1621,18,1
2020-07-04,2020-07-04,France,282444,29896,1734,0,1
2020-07-05,2020-07-05,France,284214,29896,1770,0,1
2020-07-06,2020-07-06,France,286141,29923,1927,27,1
2020-07-07,2020-07-07,France,287868,29936,1727,13,1
2020-07-08,2020-07-08,France,289615,29936,1747,0,1
2020-07-09,2020-07-09,France,291496,29982,1881,46,1
2020-07-10,2020-07-10,France,293275,30007,1779,25,1
2020-07-11,2020-07-11,France,295098,30007,1823,0,1
2020-07-12,2020-07-12,France,296930,30007,1832,0,1
2020-07-13,2020-07-13,France,298940,30032,2010,25,1
2020-07-14,2020-07-14,France,300953,30032,2013,0,1
2020-07-15,2020-07-15,France,302929,30123,1976,91,1
2020-07-16,2020-07-16,France,304708,30141,1779,18,1
2020-07-17,2020-07-17,France,306470,30155,1762,14,1
2020-07-18,2020-07-18,France,308305,30155,1835,0,1
2020-07-19,2020-07-19,France,310227,30155,1922,0,1
2020-07-20,2020-07-20,France,312380,30180,2153,25,1
2020-07-21,2020-07-21,France,314317,30168,1937,-12,1
2020-07-22,2020-07-22,France,316248,30175,1931,7,1
2020-07-23,2020-07-23,France,318193,30185,1945,10,1
2020-07-24,2020-07-24,France,320166,30195,1973,10,1
2020-07-25,2020-07-25,France,321560,30195,1394,0,1
2020-07-26,2020-07-26,France,323075,30195,1515,0,1
2020-07-27,2020-07-27,France,325001,30212,1926,17,1
2020-01-27,2020-01-27,Germany,4,0,3,0,1
2020-01-28,2020-01-28,Germany,13,0,9,0,1
2020-01-29,2020-01-29,Germany,27,0,14,0,1
2020-01-30,2020-01-30,Germany,44,0,17,0,1
2020-01-31,2020-01-31,Germany,61,0,17,0,1
2020-02-01,2020-02-01,Germany,79,0,18,0,1
2020-02-02,2020-02-02,Germany,97,0,18,0,1
2020-02-03,2020-02-03,Germany,114,0,17,0,1
2020-02-04,2020-02-04,Germany,132,0,18,0,1
2020-02-05,2020-02-05,Germany,151,0,19,0,1
2020-02-06,2020-02-06,Germany,170,0,19,0,1
2020-02-07,2020-02-07,Germany,186,0,16,0,1
2020-02-08,2020-02-08,Germany,204,0,18,0,1
2020-02-09,2020-02-09,Germany,219,0,15,0,1
2020-02-10,2020-02-10,Germany,238,0,19,0,1
2020-02-11,2020-02-11,Germany,255,0,17,0,1
2020-02-12,2020-02-12,Germany,278,0,23,0,1
2020-02-13,2020-02-13,Germany,307,0,29,0,1
2020-02-14,2020-02-14,Germany,342,0,35,0,1
2020-02-15,2020-02-15,Germany,380,0,38,0,1
2020-02-16,2020-02-16,Germany,422,0,42,0,1
2020-02-17,2020-02-17,Germany,464,0,42,0,1
2020-02-18,2020-02-18,Germany,511,0,47,0,1
2020-02-19,2020-02-19,Germany,564,0,53,0,1
2020-02-20,2020-02-20,Germany,622,0,58,0,1
2020-02-21,2020-02-21,Germany,679,0,57,0,1
2020-02-22,2020-02-22,Germany,742,0,63,0,1
2020-02-23,2020-02-23,Germany,806,0,64,0,1
2020-02-24,2020-02-24,Germany,875,0,69,0,1
2020-02-25,2020-02-25,Germany,926,0,51,0,1
2020-02-26,2020-02-26,Germany,972,0,46,0,1
2020-02-27,2020-02-27,Germany,1021,0,49,0,1
2020-02-28,2020-02-28,Germany,1058,0,37,0,1
2020-02-29,2020-02-29,Germany,1111,0,53,0,1
2020-03-01,2020-03-01,Germany,1193,0,82,0,1
2020-03-02,2020-03-02,Germany,1279,0,86,0,1
2020-03-03,2020-03-03,Germany,1375,0,96,0,1
2020-03-04,2020-03-04,Germany,1502,0,127,0,1
2020-03-05,2020-03-05,Germany,1772,0,270,0,1
2020-03-06,2020-03-06,Germany,2128,0,356,0,1
2020-03-07,2020-03-07,Germany,2504,0,376,0,1
2020-03-08,2020-03-08,Germany,2976,0,472,0,1
2020-03-09,2020-03-09,Germany,3443,2,467,2,1
2020-03-10,2020-03-10,Germany,4007,2,564,0,1
2020-03-11,2020-03-11,Germany,4741,3,734,1,1
2020-03-12,2020-03-12,Germany,5429,3,688,0,1
2020-03-13,2020-03-13,Germany,6561,7,1132,4,1
2020-03-14,2020-03-14,Germany,7894,9,1333,2,1
2020-03-15,2020-03-15,Germany,9443,11,1549,2,1
2020-03-16,2020-03-16,Germany,11202,17,1759,6,1
2020-03-17,2020-03-17,Germany,13210,24,2008,7,1
2020-03-18,2020-03-18,Germany,15656,28,2446,4,1
2020-03-19,2020-03-19,Germany,18410,44,2754,16,1
2020-03-20,2020-03-20,Germany,21822,67,3412,23,1
2020-03-21,2020-03-21,Germany,25143,84,3321,17,1
2020-03-22,2020-03-22,Germany,28448,94,3305,10,1
2020-03-23,2020-03-23,Germany,32143,123,3695,29,1
2020-03-24,2020-03-24,Germany,36053,157,3910,34,1
2020-03-25,2020-03-25,Germany,40233,206,4180,49,1
2020-03-26,2020-03-26,Germany,45285,267,5052,61,1
2020-03-27,2020-03-27,Germany,51090,342,5805,75,1
2020-03-28,2020-03-28,Germany,57424,433,6334,91,1
2020-03-29,2020-03-29,Germany,63420,533,5996,100,1
2020-03-30,2020-03-30,Germany,69247,645,5827,112,1
2020-03-31,2020-03-31,Germany,74964,775,5717,130,1
2020-04-01,2020-04-01,Germany,80921,920,5957,145,1
2020-04-02,2020-04-02,Germany,87307,1107,6386,187,1
2020-04-03,2020-04-03,Germany,93842,1275,6535,168,1
2020-04-04,2020-04-04,Germany,100048,1444,6206,169,1
2020-04-05,2020-04-05,Germany,105722,1584,5674,140,1
2020-04-06,2020-04-06,Germany,110756,1810,5034,226,1
2020-04-07,2020-04-07,Germany,115585,2016,4829,206,1
2020-04-08,2020-04-08,Germany,120652,2349,5067,333,1
2020-04-09,2020-04-09,Germany,125681,2607,5029,258,1
2020-04-10,2020-04-10,Germany,130417,2767,4736,160,1
2020-04-11,2020-04-11,Germany,134585,2736,4168,-31,1
2020-04-12,2020-04-12,Germany,138370,3022,3785,286,1
2020-04-13,2020-04-13,Germany,141691,3194,3321,172,1
2020-04-14,2020-04-14,Germany,144485,3294,2794,100,1
2020-04-15,2020-04-15,Germany,147353,3804,2868,510,1
2020-04-16,2020-04-16,Germany,150171,4052,2818,248,1
2020-04-17,2020-04-17,Germany,153167,4352,2996,300,1
2020-04-18,2020-04-18,Germany,155875,4459,2708,107,1
2020-04-19,2020-04-19,Germany,158349,4586,2474,127,1
2020-04-20,2020-04-20,Germany,160659,4862,2310,276,1
2020-04-21,2020-04-21,Germany,162731,5033,2072,171,1
2020-04-22,2020-04-22,Germany,164851,5279,2120,246,1
2020-04-23,2020-04-23,Germany,167046,5575,2195,296,1
2020-04-24,2020-04-24,Germany,169178,5760,2132,185,1
2020-04-25,2020-04-25,Germany,171204,5877,2026,117,1
2020-04-26,2020-04-26,Germany,173109,5976,1905,99,1
2020-04-27,2020-04-27,Germany,174870,6126,1761,150,1
2020-04-28,2020-04-28,Germany,176565,6314,1695,188,1
2020-04-29,2020-04-29,Germany,178305,6467,1740,153,1
2020-04-30,2020-04-30,Germany,180059,6623,1754,156,1
2020-05-01,2020-05-01,Germany,181752,6736,1693,113,1
2020-05-02,2020-05-02,Germany,183360,6812,1608,76,1
2020-05-03,2020-05-03,Germany,184848,6866,1488,54,1
2020-05-04,2020-05-04,Germany,186163,6993,1315,127,1
2020-05-05,2020-05-05,Germany,187488,6993,1325,0,1
2020-05-06,2020-05-06,Germany,188898,7275,1410,282,1
2020-05-07,2020-05-07,Germany,190401,7392,1503,117,1
2020-05-08,2020-05-08,Germany,191959,7510,1558,118,1
2020-05-09,2020-05-09,Germany,193454,7549,1495,39,1
2020-05-10,2020-05-10,Germany,194834,7569,1380,20,1
2020-05-11,2020-05-11,Germany,196184,7661,1350,92,1
2020-05-12,2020-05-12,Germany,197476,7738,1292,77,1
2020-05-13,2020-05-13,Germany,198835,7861,1359,123,1
2020-05-14,2020-05-14,Germany,200036,7884,1201,23,1
2020-05-15,2020-05-15,Germany,201281,7897,1245,13,1
2020-05-16,2020-05-16,Germany,202471,7938,1190,41,1
2020-05-17,2020-05-17,Germany,203664,7962,1193,24,1
2020-05-18,2020-05-18,Germany,204622,8003,958,41,1
2020-05-19,2020-05-19,Germany,205807,8081,1185,78,1
2020-05-20,2020-05-20,Germany,207035,8144,1228,63,1
2020-05-21,2020-05-21,Germany,208239,8203,1204,59,1
2020-05-22,2020-05-22,Germany,209483,8228,1244,25,1
2020-05-23,2020-05-23,Germany,210556,8261,1073,33,1
2020-05-24,2020-05-24,Germany,211539,8283,983,22,1
2020-05-25,2020-05-25,Germany,212412,8309,873,26,1
2020-05-26,2020-05-26,Germany,213374,8372,962,63,1
2020-05-27,2020-05-27,Germany,214269,8428,895,56,1
2020-05-28,2020-05-28,Germany,215281,8470,1012,42,1
2020-05-29,2020-05-29,Germany,216404,8504,1123,34,1
2020-05-30,2020-05-30,Germany,217393,8530,989,26,1
2020-05-31,2020-05-31,Germany,218248,8540,855,10,1
2020-06-01,2020-06-01,Germany,218975,8555,727,15,1
2020-06-02,2020-06-02,Germany,219675,8563,700,8,1
2020-06-03,2020-06-03,Germany,220328,8602,653,39,1
2020-06-04,2020-06-04,Germany,221016,8635,688,33,1
2020-06-05,2020-06-05,Germany,221790,8658,774,23,1
2020-06-06,2020-06-06,Germany,222667,8673,877,15,1
2020-06-07,2020-06-07,Germany,223503,8685,836,12,1
2020-06-08,2020-06-08,Germany,224344,8695,841,10,1
2020-06-09,2020-06-09,Germany,225211,8736,867,41,1
2020-06-10,2020-06-10,Germany,225828,8752,617,16,1
2020-06-11,2020-06-11,Germany,226377,8772,549,20,1
2020-06-12,2020-06-12,Germany,227091,8783,714,11,1
2020-06-13,2020-06-13,Germany,227617,8793,526,10,1
2020-06-14,2020-06-14,Germany,228160,8801,543,8,1
2020-06-15,2020-06-15,Germany,228656,8807,496,6,1
2020-06-16,2020-06-16,Germany,229352,8820,696,13,1
2020-06-17,2020-06-17,Germany,230095,8851,743,31,1
2020-06-18,2020-06-18,Germany,231166,8875,1071,24,1
2020-06-19,2020-06-19,Germany,232267,8887,1101,12,1
2020-06-20,2020-06-20,Germany,233331,8895,1064,8,1
2020-06-21,2020-06-21,Germany,234476,8895,1145,0,1
2020-06-22,2020-06-22,Germany,235635,8899,1159,4,1
2020-06-23,2020-06-23,Germany,236890,8914,1255,15,1
2020-06-24,2020-06-24,Germany,238075,8928,1185,14,1
2020-06-25,2020-06-25,Germany,239260,8940,1185,12,1
2020-06-26,2020-06-26,Germany,240512,8965,1252,25,1
2020-06-27,2020-06-27,Germany,241706,8968,1194,3,1
2020-06-28,2020-06-28,Germany,242741,8968,1035,0,1
2020-06-29,2020-06-29,Germany,243724,8976,983,8,1
2020-06-30,2020-06-30,Germany,244682,8990,958,14,1
2020-07-01,2020-07-01,Germany,245674,8995,992,5,1
2020-07-02,2020-07-02,Germany,246693,9006,1019,11,1
2020-07-03,2020-07-03,Germany,247699,9010,1006,4,1
2020-07-04,2020-07-04,Germany,248699,9020,1000,10,1
2020-07-05,2020-07-05,Germany,249642,9023,943,3,1
2020-07-06,2020-07-06,Germany,250654,9022,1012,-1,1
2020-07-07,2020-07-07,Germany,251577,9032,923,10,1
2020-07-08,2020-07-08,Germany,252480,9046,903,14,1
2020-07-09,2020-07-09,Germany,253335,9057,855,11,1
2020-07-10,2020-07-10,Germany,254171,9063,836,6,1
2020-07-11,2020-07-11,Germany,255021,9070,850,7,1
2020-07-12,2020-07-12,Germany,255776,9071,755,1,1
2020-07-13,2020-07-13,Germany,256494,9074,718,3,1
2020-07-14,2020-07-14,Germany,257195,9078,701,4,1
2020-07-15,2020-07-15,Germany,257976,9080,781,2,1
2020-07-16,2020-07-16,Germany,258880,9087,904,7,1
2020-07-17,2020-07-17,Germany,259894,9088,1014,1,1
2020-07-18,2020-07-18,Germany,260890,9091,996,3,1
2020-07-19,2020-07-19,Germany,261828,9092,938,1,1
2020-07-20,2020-07-20,Germany,262864,9094,1036,2,1
2020-07-21,2020-07-21,Germany,263881,9099,1017,5,1
2020-07-22,2020-07-22,Germany,264964,9102,1083,3,1
2020-07-23,2020-07-23,Germany,266117,9110,1153,8,1
2020-07-24,2020-07-24,Germany,267372,9120,1255,10,1
2020-07-25,2020-07-25,Germany,268674,9124,1302,4,1
2020-07-26,2020-07-26,Germany,269888,9124,1214,0,1
2020-07-27,2020-07-27,Germany,271061,9125,1173,1,1
2020-03-03,2020-03-03,Argentina,4,0,3,0,1
2020-03-04,2020-03-04,Argentina,10,0,6,0,1
2020-03-05,2020-03-05,Argentina,20,0,10,0,1
2020-03-06,2020-03-06,Argentina,30,0,10,0,1
2020-03-07,2020-03-07,Argentina,45,0,15,0,1
2020-03-08,2020-03-08,Argentina,61,1,16,1,1
2020-03-09,2020-03-09,Argentina,80,1,19,0,1
2020-03-10,2020-03-10,Argentina,100,1,20,0,1
2020-03-11,2020-03-11,Argentina,118,1,18,0,1
2020-03-12,2020-03-12,Argentina,142,1,24,0,1
2020-03-13,2020-03-13,Argentina,171,2,29,1,1
2020-03-14,2020-03-14,Argentina,196,2,25,0,1
2020-03-15,2020-03-15,Argentina,225,2,29,0,1
2020-03-16,2020-03-16,Argentina,257,2,32,0,1
2020-03-17,2020-03-17,Argentina,292,2,35,0,1
2020-03-18,2020-03-18,Argentina,328,2,36,0,1
2020-03-19,2020-03-19,Argentina,371,3,43,1,1
2020-03-20,2020-03-20,Argentina,430,3,59,0,1
2020-03-21,2020-03-21,Argentina,501,4,71,1,1
2020-03-22,2020-03-22,Argentina,646,4,145,0,1
2020-03-23,2020-03-23,Argentina,786,4,140,0,1
2020-03-24,2020-03-24,Argentina,965,6,179,2,1
2020-03-25,2020-03-25,Argentina,1143,8,178,2,1
2020-03-26,2020-03-26,Argentina,1373,9,230,1,1
2020-03-27,2020-03-27,Argentina,1619,13,246,4,1
2020-03-28,2020-03-28,Argentina,1888,18,269,5,1
2020-03-29,2020-03-29,Argentina,2136,19,248,1,1
2020-03-30,2020-03-30,Argentina,2383,23,247,4,1
2020-03-31,2020-03-31,Argentina,2748,27,365,4,1
2020-04-01,2020-04-01,Argentina,3124,28,376,1,1
2020-04-02,2020-04-02,Argentina,3469,36,345,8,1
2020-04-03,2020-04-03,Argentina,3832,39,363,3,1
2020-04-04,2020-04-04,Argentina,4248,43,416,4,1
2020-04-05,2020-04-05,Argentina,4662,44,414,1,1
2020-04-06,2020-04-06,Argentina,5051,48,389,4,1
2020-04-07,2020-04-07,Argentina,5397,56,346,8,1
2020-04-08,2020-04-08,Argentina,5719,63,322,7,1
2020-04-09,2020-04-09,Argentina,6016,72,297,9,1
2020-04-10,2020-04-10,Argentina,6371,82,355,10,1
2020-04-11,2020-04-11,Argentina,6739,83,368,1,1
2020-04-12,2020-04-12,Argentina,7139,90,400,7,1
2020-04-13,2020-04-13,Argentina,7483,97,344,7,1
2020-04-14,2020-04-14,Argentina,7786,102,303,5,1
2020-04-15,2020-04-15,Argentina,8133,111,347,9,1
2020-04-16,2020-04-16,Argentina,8486,115,353,4,1
2020-04-17,2020-04-17,Argentina,8819,123,333,8,1
2020-04-18,2020-04-18,Argentina,9129,129,310,6,1
2020-04-19,2020-04-19,Argentina,9415,132,286,3,1
2020-04-20,2020-04-20,Argentina,9700,136,285,4,1
2020-04-21,2020-04-21,Argentina,9974,147,274,11,1
2020-04-22,2020-04-22,Argentina,10258,152,284,5,1
2020-04-23,2020-04-23,Argentina,10676,165,418,13,1
2020-04-24,2020-04-24,Argentina,11117,176,441,11,1
2020-04-25,2020-04-25,Argentina,11575,185,458,9,1
2020-04-26,2020-04-26,Argentina,11999,192,424,7,1
2020-04-27,2020-04-27,Argentina,12395,197,396,5,1
2020-04-28,2020-04-28,Argentina,12780,207,385,10,1
2020-04-29,2020-04-29,Argentina,13181,214,401,7,1
2020-04-30,2020-04-30,Argentina,13583,218,402,4,1
2020-05-01,2020-05-01,Argentina,13956,225,373,7,1
2020-05-02,2020-05-02,Argentina,14340,237,384,12,1
2020-05-03,2020-05-03,Argentina,14697,246,357,9,1
2020-05-04,2020-05-04,Argentina,15034,260,337,14,1
2020-05-05,2020-05-05,Argentina,15379,264,345,4,1
2020-05-06,2020-05-06,Argentina,15771,273,392,9,1
2020-05-07,2020-05-07,Argentina,16181,282,410,9,1
2020-05-08,2020-05-08,Argentina,16659,293,478,11,1
2020-05-09,2020-05-09,Argentina,17136,300,477,7,1
2020-05-10,2020-05-10,Argentina,17676,305,540,5,1
2020-05-11,2020-05-11,Argentina,18255,314,579,9,1
2020-05-12,2020-05-12,Argentina,18889,319,634,5,1
2020-05-13,2020-05-13,Argentina,19583,329,694,10,1
2020-05-14,2020-05-14,Argentina,20284,353,701,24,1
2020-05-15,2020-05-15,Argentina,21044,356,760,3,1
2020-05-16,2020-05-16,Argentina,21836,363,792,7,1
2020-05-17,2020-05-17,Argentina,22613,373,777,10,1
2020-05-18,2020-05-18,Argentina,23401,382,788,9,1
2020-05-19,2020-05-19,Argentina,24270,393,869,11,1
2020-05-20,2020-05-20,Argentina,25218,403,948,10,1
2020-05-21,2020-05-21,Argentina,26297,416,1079,13,1
2020-05-22,2020-05-22,Argentina,27498,433,1201,17,1
2020-05-23,2020-05-23,Argentina,28786,445,1288,12,1
2020-05-24,2020-05-24,Argentina,30143,452,1357,7,1
2020-05-25,2020-05-25,Argentina,31487,467,1344,15,1
2020-05-26,2020-05-26,Argentina,32836,484,1349,17,1
2020-05-27,2020-05-27,Argentina,34223,500,1387,16,1
2020-05-28,2020-05-28,Argentina,35657,508,1434,8,1
2020-05-29,2020-05-29,Argentina,37107,520,1450,12,1
2020-05-30,2020-05-30,Argentina,38591,528,1484,8,1
2020-05-31,2020-05-31,Argentina,40046,539,1455,11,1
2020-06-01,2020-06-01,Argentina,41448,556,1402,17,1
2020-06-02,2020-06-02,Argentina,42916,569,1468,13,1
2020-06-03,2020-06-03,Argentina,44444,583,1528,14,1
2020-06-04,2020-06-04,Argentina,46011,608,1567,25,1
2020-06-05,2020-06-05,Argentina,47583,632,1572,24,1
2020-06-06,2020-06-06,Argentina,49192,648,1609,16,1
2020-06-07,2020-06-07,Argentina,50773,664,1581,16,1
2020-06-08,2020-06-08,Argentina,52346,693,1573,29,1
2020-06-09,2020-06-09,Argentina,53983,717,1637,24,1
2020-06-10,2020-06-10,Argentina,55685,735,1702,18,1
2020-06-11,2020-06-11,Argentina,57464,765,1779,30,1
2020-06-12,2020-06-12,Argentina,59302,785,1838,20,1
2020-06-13,2020-06-13,Argentina,61208,815,1906,30,1
2020-06-14,2020-06-14,Argentina,63118,833,1910,18,1
2020-06-15,2020-06-15,Argentina,65015,854,1897,21,1
2020-06-16,2020-06-16,Argentina,66930,878,1915,24,1
2020-06-17,2020-06-17,Argentina,68860,913,1930,35,1
2020-06-18,2020-06-18,Argentina,70906,948,2046,35,1
2020-06-19,2020-06-19,Argentina,73061,979,2155,31,1
2020-06-20,2020-06-20,Argentina,75212,992,2151,13,1
2020-06-21,2020-06-21,Argentina,77348,1011,2136,19,1
2020-06-22,2020-06-22,Argentina,79582,1043,2234,32,1
2020-06-23,2020-06-23,Argentina,81917,1078,2335,35,1
2020-06-24,2020-06-24,Argentina,84417,1116,2500,38,1
2020-06-25,2020-06-25,Argentina,87031,1150,2614,34,1
2020-06-26,2020-06-26,Argentina,89800,1184,2769,34,1
2020-06-27,2020-06-27,Argentina,92562,1207,2762,23,1
2020-06-28,2020-06-28,Argentina,95265,1232,2703,25,1
2020-06-29,2020-06-29,Argentina,97951,1280,2686,48,1
2020-06-30,2020-06-30,Argentina,100604,1307,2653,27,1
2020-07-01,2020-07-01,Argentina,103326,1351,2722,44,1
2020-07-02,2020-07-02,Argentina,106117,1385,2791,34,1
2020-07-03,2020-07-03,Argentina,108985,1437,2868,52,1
2020-07-04,2020-07-04,Argentina,111844,1481,2859,44,1
2020-07-05,2020-07-05,Argentina,114656,1507,2812,26,1
2020-07-06,2020-07-06,Argentina,117476,1582,2820,75,1
2020-07-07,2020-07-07,Argentina,120390,1644,2914,62,1
2020-07-08,2020-07-08,Argentina,123548,1694,3158,50,1
2020-07-09,2020-07-09,Argentina,126907,1720,3359,26,1
2020-07-10,2020-07-10,Argentina,130334,1774,3427,54,1
2020-07-11,2020-07-11,Argentina,133831,1810,3497,36,1
2020-07-12,2020-07-12,Argentina,137164,1845,3333,35,1
2020-07-13,2020-07-13,Argentina,140482,1903,3318,58,1
2020-07-14,2020-07-14,Argentina,143937,1968,3455,65,1
2020-07-15,2020-07-15,Argentina,147666,2050,3729,82,1
2020-07-16,2020-07-16,Argentina,151429,2112,3763,62,1
2020-07-17,2020-07-17,Argentina,155470,2178,4041,66,1
2020-07-18,2020-07-18,Argentina,159347,2220,3877,42,1
2020-07-19,2020-07-19,Argentina,163380,2260,4033,40,1
2020-07-20,2020-07-20,Argentina,167467,2373,4087,113,1
2020-07-21,2020-07-21,Argentina,171982,2490,4515,117,1
2020-07-22,2020-07-22,Argentina,176953,2588,4971,98,1
2020-07-23,2020-07-23,Argentina,182371,2702,5418,114,1
2020-07-24,2020-07-24,Argentina,187933,2807,5562,105,1
2020-07-25,2020-07-25,Argentina,193391,2893,5458,86,1
2020-07-26,2020-07-26,Argentina,198574,2939,5183,46,1
2020-07-27,2020-07-27,Argentina,203741,3059,5167,120,1
2020-01-22,2020-01-22,South Korea,3,0,2,0,1
2020-01-23,2020-01-23,South Korea,7,0,4,0,1
2020-01-24,2020-01-24,South Korea,11,0,4,0,1
2020-01-25,2020-01-25,South Korea,16,0,5,0,1
2020-01-26,2020-01-26,South Korea,22,0,6,0,1
2020-01-27,2020-01-27,South Korea,28,0,6,0,1
2020-01-28,2020-01-28,South Korea,34,0,6,0,1
2020-01-29,2020-01-29,South Korea,41,0,7,0,1
2020-01-30,2020-01-30,South Korea,48,0,7,0,1
2020-01-31,2020-01-31,South Korea,60,0,12,0,1
2020-02-01,2020-02-01,South Korea,70,0,10,0,1
2020-02-02,2020-02-02,South Korea,80,0,10,0,1
2020-02-03,2020-02-03,South Korea,89,0,9,0,1
2020-02-04,2020-02-04,South Korea,97,0,8,0,1
2020-02-05,2020-02-05,South Korea,105,0,8,0,1
2020-02-06,2020-02-06,South Korea,115,0,10,0,1
2020-02-07,2020-02-07,South Korea,123,0,8,0,1
2020-02-08,2020-02-08,South Korea,134,0,11,0,1
2020-02-09,2020-02-09,South Korea,143,0,9,0,1
2020-02-10,2020-02-10,South Korea,151,0,8,0,1
2020-02-11,2020-02-11,South Korea,158,0,7,0,1
2020-02-12,2020-02-12,South Korea,176,0,18,0,1
2020-02-13,2020-02-13,South Korea,201,0,25,0,1
2020-02-14,2020-02-14,South Korea,233,0,32,0,1
2020-02-15,2020-02-15,South Korea,272,0,39,0,1
2020-02-16,2020-02-16,South Korea,302,0,30,0,1
2020-02-17,2020-02-17,South Korea,325,0,23,0,1
2020-02-18,2020-02-18,South Korea,343,0,18,0,1
2020-02-19,2020-02-19,South Korea,380,0,37,0,1
2020-02-20,2020-02-20,South Korea,442,1,62,1,1
2020-02-21,2020-02-21,South Korea,528,2,86,1,1
2020-02-22,2020-02-22,South Korea,662,2,134,0,1
2020-02-23,2020-02-23,South Korea,817,6,155,4,1
2020-02-24,2020-02-24,South Korea,1004,8,187,2,1
2020-02-25,2020-02-25,South Korea,1192,10,188,2,1
2020-02-26,2020-02-26,South Korea,1418,12,226,2,1
2020-02-27,2020-02-27,South Korea,1738,13,320,1,1
2020-02-28,2020-02-28,South Korea,2149,13,411,0,1
2020-02-29,2020-02-29,South Korea,2702,16,553,3,1
2020-03-01,2020-03-01,South Korea,3293,17,591,1,1
2020-03-02,2020-03-02,South Korea,3915,28,622,11,1
2020-03-03,2020-03-03,South Korea,4633,28,718,0,1
2020-03-04,2020-03-04,South Korea,5298,35,665,7,1
2020-03-05,2020-03-05,South Korea,5928,35,630,0,1
2020-03-06,2020-03-06,South Korea,6541,42,613,7,1
2020-03-07,2020-03-07,South Korea,7121,44,580,2,1
2020-03-08,2020-03-08,South Korea,7622,50,501,6,1
2020-03-09,2020-03-09,South Korea,8031,53,409,3,1
2020-03-10,2020-03-10,South Korea,8339,54,308,1,1
2020-03-11,2020-03-11,South Korea,8620,60,281,6,1
2020-03-12,2020-03-12,South Korea,8850,66,230,6,1
2020-03-13,2020-03-13,South Korea,9040,66,190,0,1
2020-03-14,2020-03-14,South Korea,9201,72,161,6,1
2020-03-15,2020-03-15,South Korea,9334,75,133,3,1
